Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ZAF,South Africa,ZA,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,9.2423830516,7.7318444483,4.7467783608,8.8076311606,7.1875336038,8.1658010934,7.7086139512,6.8137849046,7.6459306306,7.6715561762,7.2474205063,5.8464508139,4.7781430124,4.3639486375,3.2735096443,1.9642461709,2.9854816673,3.0770292974,2.9766365664,3.2139649162,4.2889040468,3.7224254343,5.0776608112,4.5945086207,4.2830106564,4.6689692498,5.2942306952,6.1871066543,12.4989161035,7.8677596836,6.9317119892,6.5042739622,6.8685975883,7.0432943491,6.9613588662,7.4074010082,7.1763768831,6.9428202169,7.2765423586,7.4164285635,7.587586752
ZAF,South Africa,ZA,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,35.3786563381,28.3523900818,26.4565584931,24.7281399046,25.4811001282,31.4042153726,30.5508344656,30.2589985828,29.0872508502,26.6897535158,24.7427782779,22.4488411456,21.3278489456,21.4836340137,22.1540076095,22.9640351719,24.7123807381,24.5920176895,25.6682672239,25.3496932849,27.8709359788,30.1275383404,32.9990478737,27.8801323655,26.4224640758,27.3804295384,29.273893661,31.1738505107,28.0666667637,27.9118881738,28.615236928,30.4609516023,29.7238780375,30.9713311697,31.4686511014,30.1560366104,30.7025813073,29.7729000315,30.3454532787,30.059345924,29.8041282877
ZAF,South Africa,ZA,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,27.3477619238,30.3617337797,26.8713255343,21.0026497085,23.6638644108,22.5607381835,21.7532215979,20.3440312863,22.6011096098,21.3827099159,18.6511226925,17.4736958234,17.2999506731,17.810129187,19.8534262424,22.0925005127,23.17998544,23.4341475938,24.5252420454,22.7541485386,24.9154418981,26.0783504427,29.1541230197,23.877449767,26.7212756832,-27.850806005,31.0033706643,32.5092367772,28.0666667637,27.5063734285,27.373755826,29.6517000269,31.1758186912,33.2704139038,32.9658593732,31.4441031924,30.0879131741,28.4067359963,29.778351071,29.6601694914,29.7259946382
ZAF,South Africa,ZA,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,-1097.00821777093,-1835.14756042439,-2664.57607341495,-3542.3820119483,-4096.97113729945,-2261.1410308675,-2714.53265949188,-4423.3325843782,-3932.44929047985,-2187.11328133022,-2528.18411694138,-4338.34702781898,-8640.80758390959,-8027.06096060841,-7129.90891831423,-7053.43611878384,-6422.10082768643,-5870.2510410338,-3538.1982589108,-2678.88070079714,-2621.30769910763,-1714.42851995211,-1958.19794655146,-3822.34683944038,-2892.56053359471,-860.295561600213,1567.51909984507,2664.42879673742,996.401707985076,-13528.6741144259,-15982.1798503405,-14887.2805864181,-17899.7923618031,-15382.2846707474,-14044.1704529371,-14968.1426108252,-11708.3867009621,-13843.8705971356,-13898.2763402483,-15113.6156307479,-16195.9891043322
ZAF,South Africa,ZA,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,16482.4088341037,16814.4183310205,15799.4391321368,17391.8029173031,15898.3034422729,13100.7204649159,14831.0581871257,19060.7557987224,21332.7790321694,23663.3522588891,27238.5435411703,27681.0952612113,28745.0888048003,28488.370834996,30400.9782251965,33832.3449526606,32816.2348486982,34604.8284339027,32327.490903726,31777.345388867,31624.9855311567,28838.6250305123,25818.6923410546,39077.5248116113,52595.8364545424,62943.3180222771,68545.2362087337,75555.4744189434,73960.2471588489,76623.6010139585,104142.483896543,113828.141011169,106586.701820087,100770.606727995,97956.5819780677,90148.97474726,85013.0922803878,101005.257555016,103887.904247294,108302.832829033,112806.473947323
ZAF,South Africa,ZA,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,17579.4170518747,18649.5658914449,18464.0152055518,20934.1849292514,19995.2745795723,15361.8614957834,17545.5908466176,23484.0883831006,25265.2283226493,25850.4655402193,29766.7276581117,32019.4422890303,37385.8963887099,36515.4317956044,37530.8871435107,40885.7810714444,39238.3356763847,40475.0794749365,35865.6891626369,34456.2260896642,34246.2932302644,30553.0535504644,27776.890287606,42899.8716510516,55488.3969881371,63803.6135838773,66977.7171088887,74557.8625158605,80486.5404423351,90152.2751283843,120124.663746884,128715.421597587,124486.49418189,116152.891398742,112000.752431005,105117.117358085,96721.4789813499,114849.128152151,117786.180587542,123416.44845978,129002.463051655
ZAF,South Africa,ZA,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,-1.3619480312,-2.2164533051,-3.5088442654,-4.1829017483,-5.4672468959,-3.9480212093,-4.1491584912,-5.1558733571,-4.2635162216,-2.2787426875,-2.2573570953,-3.6079710552,-6.6196861861,-6.1534779142,-5.2495307574,-4.6675447551,-4.4650433521,-3.9441190587,-2.6362156246,-2.0126100228,-1.971437882,-1.4460096842,-1.7625329903,-2.272240277,-1.3202431159,-0.348225196,0.5770650191,0.8898716411,0.3474577805,-4.5714789362,-4.25796017,-3.5750905502,-4.5163926851,-4.1954176812,-4.0053236819,-4.7138398352,-3.9589273988,-3.9681796298,-4.00000391,-4.194928932,-4.3262296446
ZAF,South Africa,ZA,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,20.4630958074,20.3081070354,20.8054751929,20.5365210707,21.2156608458,22.8742575305,22.6692468759,22.2173759523,23.1287532875,24.6547315967,24.3206652226,23.0208855674,22.021491097,21.8389472317,22.3832971887,22.3882348373,22.815884581,23.2503793102,24.0863372794,23.8739275734,23.7845768792,24.3235168974,23.2388646401,23.2301069296,24.0061669224,25.4778127812,25.2341793111,25.2341793111,25.7908663904,25.8919074471,27.7455611553,27.3351408215,26.8934628236,27.4845248452,27.9367029122,28.3901509571,28.7452634492,28.9519468362,29.8995366778,30.0604896903,30.1325660662
ZAF,South Africa,ZA,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,21.8250438387,22.5245603404,24.3143194583,24.7194228189,26.6829077417,26.8222787398,26.8184053671,27.3732493095,27.3922695091,26.9334742842,26.5780223179,26.6288566226,28.6411772831,27.9924251458,27.632827946,27.0557795924,27.2809279332,27.1944983689,26.722552904,25.8865375962,25.7560147612,25.7695265817,25.0013976305,25.5023472066,25.3264100382,25.8260379772,24.6571142921,24.9009947492,28.0666667637,30.4633863833,32.0035213253,30.9102313717,31.4098555087,31.6799425264,31.9420265941,33.1039907923,32.704190848,32.920126466,33.8995405879,34.2554186223,34.4587957108
ZAF,South Africa,ZA,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,3287.10837165416,-5143.01994321993,-3422.04622913452,-403.91347295827,-1873.00941945865,2321.01979422526,2775.12590301875,5106.35162332018,2567.10375761045,1513.99588112104,1544.61490879255,1416.20486053382,1963.45911047472,2778.33899634085,15.7759808688223,-2493.79652625459,-1655.80486008269,-2220.60642912801,-2368.21172917534,-679.851466722717,-171.874324109994,333.484441654754,920.458327390298,-1665.49896228535,-6648.61626486726,-8569.29896702951,-12161.9127083165,-16118.835659214,-15878.0422262087,-8074.15886802695,-5633.62239512063,-9235.61213015766,-20334.9132735084,-21215.9306515914,-17780.5329559203,-14584.6075766983,-8238.69515945123,-8348.45691213863,-10962.6326680182,-11393.1723348128,-12995.7782576018
ZAF,South Africa,ZA,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,4.080981986,-6.2116332207,-4.5063180619,-0.476947536,-2.4994574263,4.0525713566,4.2417751595,5.9520060462,2.7832243227,1.577424943,1.3791509094,1.1777817939,1.5041977297,2.1298514781,0.0116153653,-1.6502463056,-1.1512183756,-1.4919866421,-1.7644903722,-0.51076402,-0.1292635556,0.2812725795,0.828485277,-0.990075988,-3.0346088705,-3.4686286266,-4.4772751984,-5.3834032867,-5.5368725948,-2.728341808,-1.5009053831,-2.2178764926,-5.1308111125,-5.7865065225,-5.070914652,-4.5930551281,-2.7857293093,-2.3929851429,-3.1551087676,-3.1622842225,-3.4713978128
ZAF,South Africa,ZA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,,15.419988476,14.6389306691,12.3033892728,11.5262305782,16.2942976079,18.6548762574,16.1605604579,12.7796309309,14.7307973341,9.6972124267,15.5999992138,13.6999924124,9.900004748,8.8000040821,8.6999968421,7.3000109015,8.5999971853,7.1600020636,6.9399938955,7.7,5.8,9.1,5.8,1.3735274467,3.4,4.6,7.2,11.5,7.264562145,4.063538973,5.0171577328,5.723943662,5.7764041351,6.1360201511,4.509208278,6.5946044146,5.2810822326,4.8698771624,5.3235105182,5.5114309652
